SummonerMatchId,SummonerFk,MatchFk,ChampionFk
10459,302,EUW1_7489752781,50
10460,302,EUW1_7489721357,90
10461,302,EUW1_7489710534,90
10462,302,EUW1_7489675338,90
10463,302,EUW1_7489638133,45
10464,302,EUW1_7489602543,27
10465,302,EUW1_7489538683,27
10466,302,EUW1_7489486458,90
10467,302,EUW1_7488557582,56
10468,302,EUW1_7488504354,19
10469,302,EUW1_7488443809,91
10470,302,EUW1_7488389621,121
10471,302,EUW1_7472962768,90
10472,302,EUW1_7489807253,90
10473,302,EUW1_7489807673,238
10474,302,EUW1_7489799814,90
10475,302,EUW1_7489793644,90
10476,302,EUW1_7489784990,90
10477,302,EUW1_7489775183,90
10478,302,EUW1_7489764928,90
10479,302,EUW1_7489752781,50
10480,302,EUW1_7489721357,90
10481,302,EUW1_7489710534,90
10482,302,EUW1_7489675338,90
10483,302,EUW1_7489638133,45
10484,302,EUW1_7489602543,27
10485,302,EUW1_7489538683,27
10486,302,EUW1_7489486458,90
10487,302,EUW1_7488557582,56
10488,302,EUW1_7488504354,19
10489,302,EUW1_7488443809,91
10490,302,EUW1_7488389621,121
10491,302,EUW1_7472962768,90
10492,303,EUW1_7564837501,106
10493,303,EUW1_7564775789,234
10494,303,EUW1_7556056819,72
10495,303,EUW1_7555989030,254
10496,303,EUW1_7555921939,56
10497,303,EUW1_7551778211,56
10498,303,EUW1_7551700647,45
10499,303,EUW1_7550367297,101
10500,303,EUW1_7550327790,112
10501,303,EUW1_7543106620,28
10502,303,EUW1_7543035875,48
10503,303,EUW1_7542963869,157
10504,303,EUW1_7538537241,45
10505,303,EUW1_7533610443,92
10506,303,EUW1_7533569243,161
10507,303,EUW1_7533536322,12
10508,303,EUW1_7526824464,5
10509,303,EUW1_7501770713,267
10510,303,EUW1_7501692395,80
10511,303,EUW1_7501642488,113
10512,303,EUW1_7564837501,106
10513,303,EUW1_7564775789,234
10514,303,EUW1_7556056819,72
10515,303,EUW1_7555989030,254
10516,303,EUW1_7555921939,56
10517,303,EUW1_7551778211,56
10518,303,EUW1_7551700647,45
10519,303,EUW1_7550367297,101
10520,303,EUW1_7550327790,112
10521,303,EUW1_7543106620,28
10522,303,EUW1_7543035875,48
10523,303,EUW1_7542963869,157
10524,303,EUW1_7538537241,45
10525,303,EUW1_7533610443,92
10526,303,EUW1_7533569243,161
10527,303,EUW1_7533536322,12
10528,303,EUW1_7526824464,5
10529,303,EUW1_7501770713,267
10530,303,EUW1_7501692395,80
10531,303,EUW1_7501642488,113
10532,304,EUW1_7565984179,51
10533,304,EUW1_7565831753,51
10534,304,EUW1_7565008134,72
10535,304,EUW1_7564983048,254
10536,304,EUW1_7564948534,15
10537,304,EUW1_7564879268,804
10538,304,EUW1_7564764847,51
10539,304,EUW1_7564525654,804
10540,304,EUW1_7564453991,81
10541,304,EUW1_7563564134,21
10542,304,EUW1_7562005608,202
10543,304,EUW1_7561955169,12
10544,304,EUW1_7560879770,523
10545,304,EUW1_7560791088,43
10546,304,EUW1_7560729569,804
10547,304,EUW1_7559846964,80
10548,304,EUW1_7559608882,201
10549,304,EUW1_7559560391,51
10550,304,EUW1_7558532350,81
10551,304,EUW1_7558479603,145
10552,304,EUW1_7565984179,51
10553,304,EUW1_7565831753,51
10554,304,EUW1_7565008134,72
10555,304,EUW1_7564983048,254
10556,304,EUW1_7564948534,15
10557,304,EUW1_7564879268,804
10558,304,EUW1_7564764847,51
10559,304,EUW1_7564525654,804
10560,304,EUW1_7564453991,81
10561,304,EUW1_7563564134,21
10562,304,EUW1_7562005608,202
10563,304,EUW1_7561955169,12
10564,304,EUW1_7560879770,523
10565,304,EUW1_7560791088,43
10566,304,EUW1_7560729569,804
10567,304,EUW1_7559846964,80
10568,304,EUW1_7559608882,201
10569,304,EUW1_7559560391,51
10570,304,EUW1_7558532350,81
10571,304,EUW1_7558479603,145
10572,307,EUW1_7534553962,134
10573,307,EUW1_7534307090,61
10574,307,EUW1_7534270129,61
10575,307,EUW1_7534240912,893
10576,307,EUW1_7534201020,800
10577,307,EUW1_7533493259,799
10578,307,EUW1_7533444038,61
10579,307,EUW1_7533425369,799
10580,307,EUW1_7533379324,61
10581,307,EUW1_7533327075,800
10582,307,EUW1_7533129820,61
10583,307,EUW1_7533094791,69
10584,307,EUW1_7533064263,61
10585,307,EUW1_7533039985,112
10586,307,EUW1_7533014124,69
10587,307,EUW1_7532218574,112
10588,307,EUW1_7531674845,238
10589,307,EUW1_7531616167,910
10590,307,EUW1_7531583026,8
10591,307,EUW1_7531498914,145
10592,307,EUW1_7534553962,134
10593,307,EUW1_7534307090,61
10594,307,EUW1_7534270129,61
10595,307,EUW1_7534240912,893
10596,307,EUW1_7534201020,800
10597,307,EUW1_7533493259,799
10598,307,EUW1_7533444038,61
10599,307,EUW1_7533425369,799
10600,307,EUW1_7533379324,61
10601,307,EUW1_7533327075,800
10602,307,EUW1_7533129820,61
10603,307,EUW1_7533094791,69
10604,307,EUW1_7533064263,61
10605,307,EUW1_7533039985,112
10606,307,EUW1_7533014124,69
10607,307,EUW1_7532218574,112
10608,307,EUW1_7531674845,238
10609,307,EUW1_7531616167,910
10610,307,EUW1_7531583026,8
10611,307,EUW1_7531498914,145
10612,308,EUW1_7350766230,6
10613,308,EUW1_7350719802,6
10614,308,EUW1_7349836105,6
10615,308,EUW1_7349819857,6
10616,308,EUW1_7346133759,6
10617,308,EUW1_7346105631,6
10618,308,EUW1_7345867137,6
10619,308,EUW1_7345835923,6
10620,308,EUW1_7345441097,6
10621,308,EUW1_7345103708,6
10622,308,EUW1_7345093730,6
10623,308,EUW1_7345079185,6
10624,308,EUW1_7076456029,236
10625,308,EUW1_7076314894,236
10626,308,EUW1_7076288475,15
10627,308,EUW1_7076248102,15
10628,308,EUW1_7075576958,15
10629,308,EUW1_7075543297,15
10630,308,EUW1_7075484695,15
10631,308,EUW1_7074264332,136
10632,308,EUW1_7350766230,6
10633,308,EUW1_7350719802,6
10634,308,EUW1_7349836105,6
10635,308,EUW1_7349819857,6
10636,308,EUW1_7346133759,6
10637,308,EUW1_7346105631,6
10638,308,EUW1_7345867137,6
10639,308,EUW1_7345835923,6
10640,308,EUW1_7345441097,6
10641,308,EUW1_7345103708,6
10642,308,EUW1_7345093730,6
10643,308,EUW1_7345079185,6
10644,308,EUW1_7076456029,236
10645,308,EUW1_7076314894,236
10646,308,EUW1_7076288475,15
10647,308,EUW1_7076248102,15
10648,308,EUW1_7075576958,15
10649,308,EUW1_7075543297,15
10650,308,EUW1_7075484695,15
10651,308,EUW1_7074264332,136
10652,309,EUW1_7264350991,16
10653,309,EUW1_7264289225,54
10654,309,EUW1_7264231262,31
10655,309,EUW1_7264156115,41
10656,309,EUW1_7264081295,48
10657,309,EUW1_7264007662,526
10658,309,EUW1_7263955609,901
10659,309,EUW1_7263903717,39
10660,309,EUW1_7263846605,31
10661,309,EUW1_7263778657,48
10662,309,EUW1_7263711444,79
10663,309,EUW1_7263654396,10
10664,309,EUW1_7263594033,41
10665,309,EUW1_7263559458,57
10666,309,EUW1_7263536679,48
10667,309,EUW1_7263503622,69
10668,309,EUW1_7263435266,48
10669,309,EUW1_7263374111,48
10670,309,EUW1_7262976778,106
10671,309,EUW1_7262964028,19
10672,309,EUW1_7264350991,16
10673,309,EUW1_7264289225,54
10674,309,EUW1_7264231262,31
10675,309,EUW1_7264156115,41
10676,309,EUW1_7264081295,48
10677,309,EUW1_7264007662,526
10678,309,EUW1_7263955609,901
10679,309,EUW1_7263903717,39
10680,309,EUW1_7263846605,31
10681,309,EUW1_7263778657,48
10682,309,EUW1_7263711444,79
10683,309,EUW1_7263654396,10
10684,309,EUW1_7263594033,41
10685,309,EUW1_7263559458,57
10686,309,EUW1_7263536679,48
10687,309,EUW1_7263503622,69
10688,309,EUW1_7263435266,48
10689,309,EUW1_7263374111,48
10690,309,EUW1_7262976778,106
10691,309,EUW1_7262964028,19
10692,310,EUW1_7568480562,777
10693,310,EUW1_7568414836,777
10694,310,EUW1_7568307569,777
10695,310,EUW1_7568230154,122
10696,310,EUW1_7568175219,777
10697,310,EUW1_7567983641,777
10698,310,EUW1_7567950560,777
10699,310,EUW1_7567897212,777
10700,310,EUW1_7567847376,777
10701,310,EUW1_7566970549,777
10702,310,EUW1_7566872790,777
10703,310,EUW1_7566821019,777
10704,310,EUW1_7566780781,122
10705,310,EUW1_7566728259,122
10706,310,EUW1_7565725091,777
10707,310,EUW1_7565676072,777
10708,310,EUW1_7564794350,777
10709,310,EUW1_7564710925,58
10710,310,EUW1_7564641254,58
10711,310,EUW1_7564448811,2
10712,310,EUW1_7568480562,777
10713,310,EUW1_7568414836,777
10714,310,EUW1_7568307569,777
10715,310,EUW1_7568230154,122
10716,310,EUW1_7568175219,777
10717,310,EUW1_7567983641,777
10718,310,EUW1_7567950560,777
10719,310,EUW1_7567897212,777
10720,310,EUW1_7567847376,777
10721,310,EUW1_7566970549,777
10722,310,EUW1_7566872790,777
10723,310,EUW1_7566821019,777
10724,310,EUW1_7566780781,122
10725,310,EUW1_7566728259,122
10726,310,EUW1_7565725091,777
10727,310,EUW1_7565676072,777
10728,310,EUW1_7564794350,777
10729,310,EUW1_7564710925,58
10730,310,EUW1_7564641254,58
10731,310,EUW1_7564448811,2
10732,311,EUW1_7568209832,133
10733,311,EUW1_7567984416,133
10734,311,EUW1_7567342117,133
10735,311,EUW1_7566130667,17
10736,311,EUW1_7566076744,133
10737,311,EUW1_7566022906,133
10738,311,EUW1_7564661903,133
10739,311,EUW1_7563464454,133
10740,311,EUW1_7563450930,133
10741,311,EUW1_7561224239,133
10742,311,EUW1_7559871550,133
10743,311,EUW1_7558776395,133
10744,311,EUW1_7555718330,133
10745,311,EUW1_7555658570,67
10746,311,EUW1_7555567812,41
10747,311,EUW1_7555437286,67
10748,311,EUW1_7555365239,67
10749,311,EUW1_7555286077,67
10750,311,EUW1_7554663731,24
10751,311,EUW1_7554591207,17
10752,311,EUW1_7568209832,133
10753,311,EUW1_7567984416,133
10754,311,EUW1_7567342117,133
10755,311,EUW1_7566130667,17
10756,311,EUW1_7566076744,133
10757,311,EUW1_7566022906,133
10758,311,EUW1_7564661903,133
10759,311,EUW1_7563464454,133
10760,311,EUW1_7563450930,133
10761,311,EUW1_7561224239,133
10762,311,EUW1_7559871550,133
10763,311,EUW1_7558776395,133
10764,311,EUW1_7555718330,133
10765,311,EUW1_7555658570,67
10766,311,EUW1_7555567812,41
10767,311,EUW1_7555437286,67
10768,311,EUW1_7555365239,67
10769,311,EUW1_7555286077,67
10770,311,EUW1_7554663731,24
10771,311,EUW1_7554591207,17
10772,312,EUW1_7568276595,84
10773,312,EUW1_7567299949,893
10774,312,EUW1_7567245644,893
10775,312,EUW1_7567173260,245
10776,312,EUW1_7567078159,893
10777,312,EUW1_7567044911,517
10778,312,EUW1_7566973628,893
10779,312,EUW1_7566923862,893
10780,312,EUW1_7566885115,245
10781,312,EUW1_7566828527,893
10782,312,EUW1_7566392304,145
10783,312,EUW1_7566379581,39
10784,312,EUW1_7566360768,893
10785,312,EUW1_7566340641,134
10786,312,EUW1_7566310377,517
10787,312,EUW1_7566267836,517
10788,312,EUW1_7566239862,517
10789,312,EUW1_7566211806,222
10790,312,EUW1_7566165467,141
10791,312,EUW1_7566112707,517
10792,312,EUW1_7568276595,84
10793,312,EUW1_7567299949,893
10794,312,EUW1_7567245644,893
10795,312,EUW1_7567173260,245
10796,312,EUW1_7567078159,893
10797,312,EUW1_7567044911,517
10798,312,EUW1_7566973628,893
10799,312,EUW1_7566923862,893
10800,312,EUW1_7566885115,245
10801,312,EUW1_7566828527,893
10802,312,EUW1_7566392304,145
10803,312,EUW1_7566379581,39
10804,312,EUW1_7566360768,893
10805,312,EUW1_7566340641,134
10806,312,EUW1_7566310377,517
10807,312,EUW1_7566267836,517
10808,312,EUW1_7566239862,517
10809,312,EUW1_7566211806,222
10810,312,EUW1_7566165467,141
10811,312,EUW1_7566112707,517
10812,314,EUW1_7568400448,26
10813,314,EUW1_7568355785,39
10814,314,EUW1_7568229812,80
10815,314,EUW1_7561265984,30
10816,314,EUW1_7557637154,41
10817,314,EUW1_7557578877,26
10818,314,EUW1_7557495202,98
10819,314,EUW1_7555433327,37
10820,314,EUW1_7555351623,246
10821,314,EUW1_7555294354,136
10822,314,EUW1_7555248814,134
10823,314,EUW1_7554629946,54
10824,314,EUW1_7554563796,1
10825,314,EUW1_7554479337,41
10826,314,EUW1_7553069929,21
10827,314,EUW1_7552994221,80
10828,314,EUW1_7537602698,412
10829,314,EUW1_7537543443,75
10830,314,EUW1_7537516371,5
10831,314,EUW1_7537399212,98
10832,314,EUW1_7568400448,26
10833,314,EUW1_7568355785,39
10834,314,EUW1_7568229812,80
10835,314,EUW1_7561265984,30
10836,314,EUW1_7557637154,41
10837,314,EUW1_7557578877,26
10838,314,EUW1_7557495202,98
10839,314,EUW1_7555433327,37
10840,314,EUW1_7555351623,246
10841,314,EUW1_7555294354,136
10842,314,EUW1_7555248814,134
10843,314,EUW1_7554629946,54
10844,314,EUW1_7554563796,1
10845,314,EUW1_7554479337,41
10846,314,EUW1_7553069929,21
10847,314,EUW1_7552994221,80
10848,314,EUW1_7537602698,412
10849,314,EUW1_7537543443,75
10850,314,EUW1_7537516371,5
10851,314,EUW1_7537399212,98
10852,315,EUW1_7556554169,161
10853,315,EUW1_7467727358,161
10854,315,EUW1_7464523016,161
10855,315,EUW1_7458518919,161
10856,315,EUW1_7458484642,161
10857,315,EUW1_7454466775,161
10858,315,EUW1_7454435486,161
10859,315,EUW1_7451449183,161
10860,315,EUW1_7451414083,161
10861,315,EUW1_7444995454,161
10862,315,EUW1_7444260305,777
10863,315,EUW1_7395950339,161
10864,315,EUW1_7368480286,161
10865,315,EUW1_7360528194,777
10866,315,EUW1_7341294863,103
10867,315,EUW1_7341278741,777
10868,315,EUW1_7338362764,103
10869,315,EUW1_7338321820,777
10870,315,EUW1_7338208300,777
10871,315,EUW1_7337437486,42
10872,315,EUW1_7556554169,161
10873,315,EUW1_7467727358,161
10874,315,EUW1_7464523016,161
10875,315,EUW1_7458518919,161
10876,315,EUW1_7458484642,161
10877,315,EUW1_7454466775,161
10878,315,EUW1_7454435486,161
10879,315,EUW1_7451449183,161
10880,315,EUW1_7451414083,161
10881,315,EUW1_7444995454,161
10882,315,EUW1_7444260305,777
10883,315,EUW1_7395950339,161
10884,315,EUW1_7368480286,161
10885,315,EUW1_7360528194,777
10886,315,EUW1_7341294863,103
10887,315,EUW1_7341278741,777
10888,315,EUW1_7338362764,103
10889,315,EUW1_7338321820,777
10890,315,EUW1_7338208300,777
10891,315,EUW1_7337437486,42
10892,317,EUW1_7531433561,35
10893,317,EUW1_7175917510,77
10894,317,EUW1_7175385977,120
10895,317,EUW1_7175180398,104
10896,317,EUW1_7175106350,106
10897,317,EUW1_7174903991,77
10898,317,EUW1_7174796389,121
10899,317,EUW1_7174749052,82
10900,317,EUW1_7174730139,106
10901,317,EUW1_7174678769,106
10902,317,EUW1_7174521009,36
10903,317,EUW1_7173129685,121
10904,317,EUW1_7172066422,36
10905,317,EUW1_7172033010,77
10906,317,EUW1_7171990081,121
10907,317,EUW1_7171894158,30
10908,317,EUW1_7171842152,104
10909,317,EUW1_7171811166,36
10910,317,EUW1_7171559467,77
10911,317,EUW1_7170922676,77
10912,317,EUW1_7531433561,35
10913,317,EUW1_7175917510,77
10914,317,EUW1_7175385977,120
10915,317,EUW1_7175180398,104
10916,317,EUW1_7175106350,106
10917,317,EUW1_7174903991,77
10918,317,EUW1_7174796389,121
10919,317,EUW1_7174749052,82
10920,317,EUW1_7174730139,106
10921,317,EUW1_7174678769,106
10922,317,EUW1_7174521009,36
10923,317,EUW1_7173129685,121
10924,317,EUW1_7172066422,36
10925,317,EUW1_7172033010,77
10926,317,EUW1_7171990081,121
10927,317,EUW1_7171894158,30
10928,317,EUW1_7171842152,104
10929,317,EUW1_7171811166,36
10930,317,EUW1_7171559467,77
10931,317,EUW1_7170922676,77
10932,318,EUW1_7475390526,267
10933,318,EUW1_7464741628,267
10934,318,EUW1_7392331984,267
10935,318,EUW1_7392308611,99
10936,318,EUW1_7390273992,99
10937,318,EUW1_7390236377,267
10938,318,EUW1_7389659678,267
10939,318,EUW1_7389642516,267
10940,318,EUW1_7332521374,267
10941,318,EUW1_7240453823,99
10942,318,EUW1_7239562688,267
10943,318,EUW1_7217501640,267
10944,318,EUW1_7213092065,267
10945,318,EUW1_7213063690,267
10946,318,EUW1_7205645670,267
10947,318,EUW1_7202506131,267
10948,318,EUW1_7187370875,267
10949,318,EUW1_7169221161,267
10950,318,EUW1_7157114019,267
10951,318,EUW1_7157067104,267
10952,318,EUW1_7475390526,267
10953,318,EUW1_7464741628,267
10954,318,EUW1_7392331984,267
10955,318,EUW1_7392308611,99
10956,318,EUW1_7390273992,99
10957,318,EUW1_7390236377,267
10958,318,EUW1_7389659678,267
10959,318,EUW1_7389642516,267
10960,318,EUW1_7332521374,267
10961,318,EUW1_7240453823,99
10962,318,EUW1_7239562688,267
10963,318,EUW1_7217501640,267
10964,318,EUW1_7213092065,267
10965,318,EUW1_7213063690,267
10966,318,EUW1_7205645670,267
10967,318,EUW1_7202506131,267
10968,318,EUW1_7187370875,267
10969,318,EUW1_7169221161,267
10970,318,EUW1_7157114019,267
10971,318,EUW1_7157067104,267
10972,319,EUW1_7568047060,35
10973,319,EUW1_7568014830,161
10974,319,EUW1_7567957167,33
10975,319,EUW1_7567914113,33
10976,319,EUW1_7567864987,99
10977,319,EUW1_7566928645,99
10978,319,EUW1_7566869731,99
10979,319,EUW1_7566853745,99
10980,319,EUW1_7566805779,103
10981,319,EUW1_7566775763,99
10982,319,EUW1_7565856823,6
10983,319,EUW1_7565805757,161
10984,319,EUW1_7565738167,6
10985,319,EUW1_7565675088,6
10986,319,EUW1_7565626038,161
10987,319,EUW1_7565550563,79
10988,319,EUW1_7564327833,6
10989,319,EUW1_7564302613,6
10990,319,EUW1_7564264226,6
10991,319,EUW1_7564209716,45
10992,319,EUW1_7568047060,35
10993,319,EUW1_7568014830,161
10994,319,EUW1_7567957167,33
10995,319,EUW1_7567914113,33
10996,319,EUW1_7567864987,99
10997,319,EUW1_7566928645,99
10998,319,EUW1_7566869731,99
10999,319,EUW1_7566853745,99
11000,319,EUW1_7566805779,103
11001,319,EUW1_7566775763,99
11002,319,EUW1_7565856823,6
11003,321,EUW1_7267062279,17
11004,321,EUW1_7267036836,111
11005,321,EUW1_7214773312,17
11006,321,EUW1_7214681218,24
11007,321,EUW1_7214626072,11
11008,321,EUW1_7185558261,17
11009,321,EUW1_7178252874,11
11010,321,EUW1_7178169451,122
11011,321,EUW1_7169669601,122
11012,321,EUW1_7169477062,86
11013,321,EUW1_7169424424,11
11014,321,EUW1_7164062306,75
11015,321,EUW1_7164013853,90
11016,321,EUW1_7163957395,90
11017,321,EUW1_7162101489,17
11018,321,EUW1_7159710060,11
11019,321,EUW1_7158250987,75
11020,321,EUW1_7155310982,80
11021,321,EUW1_7155264402,17
11022,321,EUW1_7155204391,11
11023,321,EUW1_7267062279,17
11024,321,EUW1_7267036836,111
11025,321,EUW1_7214773312,17
11026,321,EUW1_7214681218,24
11027,321,EUW1_7214626072,11
11028,321,EUW1_7185558261,17
11029,321,EUW1_7178252874,11
11030,321,EUW1_7178169451,122
11031,321,EUW1_7169669601,122
11032,321,EUW1_7169477062,86
11033,321,EUW1_7169424424,11
11034,321,EUW1_7164062306,75
11035,321,EUW1_7164013853,90
11036,321,EUW1_7163957395,90
11037,321,EUW1_7162101489,17
11038,321,EUW1_7159710060,11
11039,321,EUW1_7158250987,75
11040,321,EUW1_7155310982,80
11041,321,EUW1_7155264402,17
11042,321,EUW1_7155204391,11
11043,322,EUW1_7563515228,39
11044,322,EUW1_7563458582,39
11045,322,EUW1_7557738384,21
11046,322,EUW1_7551612468,122
11047,322,EUW1_7551539365,75
11048,322,EUW1_7545056744,54
11049,322,EUW1_7541036032,31
11050,322,EUW1_7538391708,14
11051,322,EUW1_7538291567,777
11052,322,EUW1_7534602506,78
11053,322,EUW1_7534139904,897
11054,322,EUW1_7532687595,8
11055,322,EUW1_7531652604,82
11056,322,EUW1_7531598315,122
11057,322,EUW1_7526806014,157
11058,322,EUW1_7526758160,36
11059,322,EUW1_7524764546,55
11060,322,EUW1_7524673272,117
11061,322,EUW1_7512063495,54
11062,322,EUW1_7493990894,58
11063,322,EUW1_7563515228,39
11064,322,EUW1_7563458582,39
11065,322,EUW1_7557738384,21
11066,322,EUW1_7551612468,122
11067,322,EUW1_7551539365,75
11068,322,EUW1_7545056744,54
11069,322,EUW1_7541036032,31
11070,322,EUW1_7538391708,14
11071,322,EUW1_7538291567,777
11072,322,EUW1_7534602506,78
11073,322,EUW1_7534139904,897
11074,322,EUW1_7532687595,8
11075,322,EUW1_7531652604,82
11076,322,EUW1_7531598315,122
11077,322,EUW1_7526806014,157
11078,322,EUW1_7526758160,36
11079,322,EUW1_7524764546,55
11080,322,EUW1_7524673272,117
11081,322,EUW1_7512063495,54
11082,322,EUW1_7493990894,58
11083,323,EUW1_7561983534,85
11084,323,EUW1_7561918236,238
11085,323,EUW1_7560572317,64
11086,323,EUW1_7557089170,86
11087,323,EUW1_7557027263,121
11088,323,EUW1_7556956476,35
11089,323,EUW1_7556891658,59
11090,323,EUW1_7555981934,90
11091,323,EUW1_7555942527,35
11092,323,EUW1_7555885484,202
11093,323,EUW1_7555622351,517
11094,323,EUW1_7555574713,103
11095,323,EUW1_7555532991,131
11096,323,EUW1_7555476716,234
11097,323,EUW1_7554463762,64
11098,323,EUW1_7553857795,202
11099,323,EUW1_7553806860,43
11100,323,EUW1_7552620551,59
11101,323,EUW1_7552541847,141
11102,323,EUW1_7552520704,245
11103,323,EUW1_7561983534,85
11104,323,EUW1_7561918236,238
11105,323,EUW1_7560572317,64
11106,323,EUW1_7557089170,86
11107,323,EUW1_7557027263,121
11108,323,EUW1_7556956476,35
11109,323,EUW1_7556891658,59
11110,323,EUW1_7555981934,90
11111,323,EUW1_7555942527,35
11112,323,EUW1_7555885484,202
11113,323,EUW1_7555622351,517
11114,323,EUW1_7555574713,103
11115,323,EUW1_7555532991,131
11116,323,EUW1_7555476716,234
11117,323,EUW1_7554463762,64
11118,323,EUW1_7553857795,202
11119,323,EUW1_7553806860,43
11120,323,EUW1_7552620551,59
11121,323,EUW1_7552541847,141
11122,323,EUW1_7552520704,245
11123,324,EUW1_7568614038,57
11124,324,EUW1_7568599382,902
11125,324,EUW1_7568588037,902
11126,324,EUW1_7568566614,902
11127,324,EUW1_7568535313,902
11128,324,EUW1_7568075568,57
11129,324,EUW1_7567997556,902
11130,324,EUW1_7567930757,902
11131,324,EUW1_7567521279,902
11132,324,EUW1_7567519018,57
11133,324,EUW1_7567502138,902
11134,324,EUW1_7567490471,902
11135,324,EUW1_7567483826,902
11136,324,EUW1_7567086367,57
11137,324,EUW1_7566905752,902
11138,324,EUW1_7566842073,902
11139,324,EUW1_7566806215,111
11140,324,EUW1_7566421957,3
11141,324,EUW1_7566412060,57
11142,324,EUW1_7566405832,902
11143,324,EUW1_7568614038,57
11144,324,EUW1_7568599382,902
11145,324,EUW1_7568588037,902
11146,324,EUW1_7568566614,902
11147,324,EUW1_7568535313,902
11148,324,EUW1_7568075568,57
11149,324,EUW1_7567997556,902
11150,324,EUW1_7567930757,902
11151,324,EUW1_7567521279,902
11152,324,EUW1_7567519018,57
11153,324,EUW1_7567502138,902
11154,324,EUW1_7567490471,902
11155,324,EUW1_7567483826,902
11156,324,EUW1_7567086367,57
11157,324,EUW1_7566905752,902
11158,324,EUW1_7566842073,902
11159,324,EUW1_7566806215,111
11160,324,EUW1_7566421957,3
11161,324,EUW1_7566412060,57
11162,324,EUW1_7566405832,902
11163,325,EUW1_7554101696,134
11164,325,EUW1_7553886444,777
11165,325,EUW1_7553817363,800
11166,325,EUW1_7553801133,517
11167,325,EUW1_7553752583,69
11168,325,EUW1_7551688753,887
11169,325,EUW1_7551470998,84
11170,325,EUW1_7550173720,887
11171,325,EUW1_7550094417,141
11172,325,EUW1_7550024865,777
11173,325,EUW1_7548736481,777
11174,325,EUW1_7538601213,157
11175,325,EUW1_7538415850,901
11176,325,EUW1_7538290917,887
11177,325,EUW1_7538257581,777
11178,325,EUW1_7538220115,81
11179,325,EUW1_7538206886,777
11180,325,EUW1_7537937334,777
11181,325,EUW1_7537624855,777
11182,325,EUW1_7537574110,266
11183,325,EUW1_7554101696,134
11184,325,EUW1_7553886444,777
11185,325,EUW1_7553817363,800
11186,325,EUW1_7553801133,517
11187,325,EUW1_7553752583,69
11188,325,EUW1_7551688753,887
11189,325,EUW1_7551470998,84
11190,325,EUW1_7550173720,887
11191,325,EUW1_7550094417,141
11192,325,EUW1_7550024865,777
11193,325,EUW1_7548736481,777
11194,325,EUW1_7538601213,157
11195,325,EUW1_7538415850,901
11196,325,EUW1_7538290917,887
11197,325,EUW1_7538257581,777
11198,325,EUW1_7538220115,81
11199,325,EUW1_7538206886,777
11200,325,EUW1_7537937334,777
11201,325,EUW1_7537624855,777
11202,325,EUW1_7537574110,266
11203,326,EUW1_7535018778,81
11204,326,EUW1_7490229443,99
11205,326,EUW1_7462131612,99
11206,326,EUW1_7462108463,43
11207,326,EUW1_7462076469,412
11208,326,EUW1_7225212763,43
11209,326,EUW1_7225151553,99
11210,326,EUW1_7220164636,99
11211,326,EUW1_7220098041,412
11212,326,EUW1_7220044841,99
11213,326,EUW1_7218673124,99
11214,326,EUW1_7217255590,99
11215,326,EUW1_7208895936,99
11216,326,EUW1_7204176138,99
11217,326,EUW1_7204165337,99
11218,326,EUW1_7204123932,89
11219,326,EUW1_7203008428,99
11220,326,EUW1_7202927130,99
11221,326,EUW1_7202846734,143
11222,326,EUW1_7201281989,43
11223,326,EUW1_7535018778,81
11224,326,EUW1_7490229443,99
11225,326,EUW1_7462131612,99
11226,326,EUW1_7462108463,43
11227,326,EUW1_7462076469,412
11228,326,EUW1_7225212763,43
11229,326,EUW1_7225151553,99
11230,326,EUW1_7220164636,99
11231,326,EUW1_7220098041,412
11232,326,EUW1_7220044841,99
11233,326,EUW1_7218673124,99
11234,326,EUW1_7217255590,99
11235,326,EUW1_7208895936,99
11236,326,EUW1_7204176138,99
11237,326,EUW1_7204165337,99
11238,326,EUW1_7204123932,89
11239,326,EUW1_7203008428,99
11240,326,EUW1_7202927130,99
11241,326,EUW1_7202846734,143
11242,326,EUW1_7201281989,43
11243,327,EUW1_7096294517,22
11244,327,EUW1_7096234233,21
11245,327,EUW1_7096137585,51
11246,327,EUW1_7095966535,51
11247,327,EUW1_7095916610,22
11248,327,EUW1_7095101551,21
11249,327,EUW1_7095025848,51
11250,327,EUW1_7094917436,21
11251,327,EUW1_7094745240,51
11252,327,EUW1_7094665028,51
11253,327,EUW1_7094604424,21
11254,327,EUW1_7093959899,22
11255,327,EUW1_7093763734,51
11256,327,EUW1_7093704663,51
11257,327,EUW1_7093642343,22
11258,327,EUW1_7093502142,67
11259,327,EUW1_7093467073,51
11260,327,EUW1_7093414301,21
11261,327,EUW1_7093388565,21
11262,327,EUW1_7091781902,51
11263,327,EUW1_7096294517,22
11264,327,EUW1_7096234233,21
11265,327,EUW1_7096137585,51
11266,327,EUW1_7095966535,51
11267,327,EUW1_7095916610,22
11268,327,EUW1_7095101551,21
11269,327,EUW1_7095025848,51
11270,327,EUW1_7094917436,21
11271,327,EUW1_7094745240,51
11272,327,EUW1_7094665028,51
11273,327,EUW1_7094604424,21
11274,327,EUW1_7093959899,22
11275,327,EUW1_7093763734,51
11276,327,EUW1_7093704663,51
11277,327,EUW1_7093642343,22
11278,327,EUW1_7093502142,67
11279,327,EUW1_7093467073,51
